UserID,PolicyID1,PolicyID2,PolicyID3,PolicyID4,PolicyID5,PolicyID6,PolicyID7,PolicyID8,PolicyID9,PolicyID10
422,,,4.6,4.7,4.8,2.2,,2.6,1.1,1.2
423,4.9,1.3,3.0,3.4,2.2,4.1,,,1.3,4.2
424,1.9,1.6,,1.2,1.3,,4.8,1.9,2.2,1.3
425,1.4,1.9,3.9,,3.7,,,,1.7,4.1
426,4.5,3.2,1.9,,2.0,,1.3,,,2.2
427,,,4.0,1.3,,3.9,,2.9,,
428,1.0,3.1,3.4,3.0,,,4.3,2.5,3.6,
429,4.0,1.8,4.3,1.6,4.4,1.4,2.0,4.8,2.0,2.3
430,3.6,,3.6,4.6,2.4,,2.6,1.7,,3.1
431,1.9,2.1,1.1,4.2,,1.6,3.3,,4.5,3.4
432,1.1,4.7,,2.3,4.6,3.5,,2.1,,
433,,,4.1,,,,4.7,,4.6,4.0
434,1.4,2.9,4.6,,4.4,3.0,4.2,2.0,,1.4
435,3.4,4.3,4.0,2.3,2.9,,2.1,2.4,,1.5
436,1.9,,,2.7,3.6,4.2,1.2,1.5,1.3,
437,,2.7,,2.2,,1.4,3.2,,4.1,
438,4.7,5.0,,,1.1,,2.7,4.8,1.5,1.4
439,,,2.7,3.7,2.6,,1.7,4.7,3.3,4.2
440,1.3,3.2,2.0,,3.5,,2.5,,4.8,
441,2.6,3.1,,3.4,3.5,2.3,,,,4.3
442,1.8,3.6,3.5,1.4,,3.2,2.5,,3.8,
443,4.6,1.6,3.9,,4.2,5.0,2.5,2.3,3.0,3.6
444,2.1,,4.1,4.4,,3.4,3.3,4.8,1.0,4.6
445,1.7,2.9,,2.5,3.4,1.8,,4.1,,5.0
446,2.1,1.8,4.6,1.2,3.0,4.6,,,,4.9
447,2.2,1.9,,,4.0,4.2,3.8,4.8,,4.9
448,1.7,1.8,,3.0,,2.7,1.6,3.7,3.0,2.6
449,3.2,4.3,2.2,3.7,,4.2,1.5,1.7,2.4,1.3
450,,2.8,4.9,2.6,3.4,4.8,2.5,,4.6,2.8
451,3.7,4.9,1.7,3.0,,4.6,,2.9,3.3,2.2
452,,4.5,,1.5,1.1,2.8,3.8,1.1,1.4,
453,4.1,2.6,1.2,,2.3,1.7,2.2,,2.5,1.1
454,4.2,2.9,,1.0,3.9,4.9,2.5,3.5,2.3,1.5
455,1.5,4.6,,4.4,4.0,4.7,2.6,1.5,3.1,2.6
456,1.9,,,3.9,,4.3,,1.5,1.1,
457,4.3,,4.6,2.6,1.1,,2.8,3.3,,2.8
458,4.9,2.6,,3.2,2.8,3.9,2.8,2.0,,
459,2.8,1.1,2.8,1.5,2.9,3.3,3.7,3.3,,4.8
460,4.3,,1.9,1.8,2.1,4.4,,2.2,1.7,3.5
461,,1.2,2.8,3.2,2.2,,4.8,,,1.3
462,1.4,2.6,4.5,3.1,3.1,,4.9,3.5,4.9,4.9
463,,,2.1,4.1,,,4.6,2.6,1.5,3.4
464,,1.7,,4.9,,4.7,2.4,4.4,2.2,
465,3.2,5.0,1.2,,3.0,,4.2,1.2,4.1,1.4
466,4.8,2.2,2.7,3.2,,,3.2,4.7,4.5,
467,,,4.9,2.5,4.5,4.2,1.0,,3.7,1.2
468,4.4,2.6,2.8,3.7,2.8,1.5,4.9,4.4,4.3,4.9
469,2.1,2.2,3.0,1.4,2.7,1.3,4.5,2.8,1.5,4.2
470,3.6,,,3.2,4.1,,2.5,4.1,3.4,2.5
471,2.4,3.5,2.1,,3.8,4.1,2.4,,2.7,
472,,3.3,1.1,4.4,2.5,3.9,3.7,1.8,,2.9
473,2.5,,2.7,2.7,1.2,,4.9,4.6,2.9,4.3
474,1.5,3.6,1.4,4.9,,2.2,2.1,1.9,4.9,4.3
475,2.3,2.1,1.7,,,,1.8,,,3.1
476,3.9,5.0,,2.5,4.0,,2.0,3.9,2.4,4.1
477,4.8,3.4,,,1.4,3.7,3.1,4.5,1.0,3.7
478,,1.9,4.1,4.4,2.1,3.3,,,,
479,3.8,,2.7,4.1,1.5,4.5,,,3.9,1.6
480,3.4,4.8,1.4,,2.2,,4.3,,1.4,4.5
481,,2.6,,3.4,,4.2,4.0,,2.9,1.2
482,3.9,1.6,2.0,4.4,4.0,1.8,1.1,4.6,4.5,2.1
483,2.8,,1.4,1.2,,,3.7,1.6,2.2,1.8
484,2.3,2.6,1.4,3.9,4.2,,4.9,,3.4,2.3
485,3.0,,,1.2,1.9,1.6,3.5,,3.5,
486,4.8,,3.4,,1.6,3.0,2.0,3.9,2.2,1.9
487,2.9,1.5,2.3,3.2,4.3,,2.1,4.9,3.9,4.3
488,,3.5,,3.8,4.8,3.0,4.9,,2.7,1.6
489,1.9,1.7,,2.1,4.8,,2.2,1.1,3.6,4.6
490,,1.9,2.0,3.9,2.0,2.0,3.4,3.9,2.9,
491,,4.3,2.8,2.7,2.9,1.2,1.3,,2.3,
492,4.1,,3.3,4.6,,2.0,2.5,1.3,3.5,3.2
493,4.7,,3.6,,3.1,1.6,4.7,4.1,4.8,1.1
494,,4.3,1.1,,2.6,,3.5,3.8,,3.6
495,1.9,1.3,1.9,1.1,,1.7,,,,
496,4.6,1.1,3.4,1.2,,3.8,,4.4,3.2,2.6
497,3.4,3.9,1.5,,2.5,4.2,1.3,1.4,3.1,
498,,1.8,,3.8,4.6,3.4,2.2,3.7,,
499,4.8,3.2,,4.7,4.8,2.5,1.2,1.5,2.7,1.6
500,,3.6,3.5,5.0,2.7,2.8,,2.3,2.2,1.4
501,3.8,1.6,,,,2.7,2.1,,,4.0
502,3.7,3.7,3.9,,3.1,1.9,3.8,,1.4,
503,,1.2,3.9,,1.1,,2.3,1.9,,
504,2.7,4.0,,,1.5,,3.1,,2.2,3.8
505,,,1.0,2.2,,2.6,,4.5,2.1,
506,4.9,5.0,2.6,4.2,3.7,3.3,1.0,3.4,2.6,1.0
507,4.2,3.1,1.8,1.7,4.6,3.0,1.4,,3.3,
508,3.6,3.8,2.0,,2.9,,2.7,2.4,,4.1
509,,,,2.9,4.7,,3.6,,,
510,2.1,1.3,,2.7,4.5,3.2,2.1,5.0,4.4,4.3
511,3.0,4.2,2.4,2.9,2.5,3.8,3.0,2.6,1.4,
512,1.3,,4.3,,3.3,3.8,4.8,,1.1,4.8
513,,3.1,2.5,1.7,1.8,,1.7,1.1,,4.8
514,1.8,4.3,4.3,2.9,4.4,4.0,4.1,4.2,,4.0
515,2.8,1.2,,,4.0,3.7,,2.2,1.9,4.6
516,1.1,,2.9,,4.3,3.4,4.2,2.0,,2.2
517,2.2,2.6,3.1,3.4,,1.3,1.5,2.9,3.8,3.8
518,3.7,,2.7,,,4.6,1.1,1.8,1.3,
519,4.3,,2.5,,3.6,3.0,3.2,2.2,1.6,
520,1.2,,,1.2,,4.8,,2.7,2.3,
521,3.9,,,,2.0,4.4,,3.2,2.6,3.3
522,,2.6,3.4,3.2,2.1,3.6,4.0,,3.6,3.2
523,4.9,,3.1,2.7,3.8,4.5,1.7,,3.5,2.9
524,4.1,,4.4,4.2,1.5,,,4.7,2.5,4.2
525,1.5,3.2,1.6,2.4,4.0,2.9,2.6,3.3,,1.1
526,2.8,1.8,,,4.1,3.3,3.1,1.1,,1.3
527,,,1.0,,,2.7,3.2,4.7,3.2,3.1
528,,2.3,4.4,,3.1,1.6,,1.3,,
529,,,4.0,1.6,2.4,,,1.9,4.9,3.2
530,1.6,4.3,,,4.6,4.0,4.3,,1.5,2.7
531,,1.6,1.7,2.2,3.4,,2.7,,2.6,1.7
532,3.1,,,2.3,,1.8,,1.0,1.3,4.7
533,,3.5,4.4,1.3,,1.3,,4.1,4.1,
534,,,2.8,4.5,1.6,4.8,3.8,,3.2,
535,,4.8,4.5,4.4,1.2,1.7,1.3,,1.9,
536,,,4.3,4.9,,2.1,1.0,3.3,3.0,
537,3.9,2.3,4.5,,2.6,2.8,4.3,2.7,1.0,3.2
538,,2.9,4.4,1.8,2.0,1.8,,2.7,,4.4
539,,,,,3.4,,,,1.2,1.2
540,3.2,,3.3,2.7,3.5,,,1.5,4.4,2.1
541,2.5,,1.8,3.5,2.8,,4.4,1.1,3.1,
542,,2.5,,,1.2,1.8,4.0,3.9,4.4,
543,2.4,4.4,1.6,1.7,3.9,3.9,,3.7,,5.0
544,,3.5,1.1,1.9,1.7,4.8,2.8,1.9,4.7,
545,4.6,,1.2,1.3,2.6,2.8,4.5,2.0,2.4,4.6
546,,,,,,,,,,1.4
547,1.0,3.2,,,,1.2,4.4,1.6,2.1,4.5
548,,1.8,3.5,,,4.4,,3.0,,
549,4.4,3.1,2.4,,3.4,,,,2.8,
550,1.1,,4.8,4.3,1.7,,4.4,1.2,2.6,
551,2.1,3.4,,2.8,1.4,2.6,2.8,2.4,,3.3
552,,2.0,5.0,4.7,2.7,,,1.7,,
553,,3.2,,,4.5,,,1.4,4.8,
554,4.1,2.5,1.5,,4.7,1.8,2.0,4.7,,
555,4.7,,1.1,,1.9,2.6,,,3.8,2.1
556,2.7,2.8,1.7,1.7,,2.0,4.1,4.9,2.2,1.9
557,2.7,4.9,2.3,,2.9,3.9,1.6,3.9,2.2,2.0
558,3.9,2.4,1.4,1.5,5.0,,,1.1,4.4,4.0
559,,4.1,,1.3,2.9,1.7,1.6,,1.1,
560,,1.4,2.1,,1.9,1.7,4.3,,4.1,
561,,4.9,4.5,2.6,3.0,2.9,3.6,,4.7,
562,1.4,2.2,3.3,,,2.0,1.5,,2.6,1.3
563,4.3,,2.6,3.1,4.2,,3.8,,1.0,3.8
564,,4.4,3.5,,1.3,,4.3,,4.0,3.3
565,3.0,2.6,1.6,,3.8,,2.1,2.5,4.0,2.5
566,4.6,3.9,4.1,1.3,2.4,4.0,2.9,4.9,2.7,4.2
567,4.9,1.9,,2.8,1.7,1.0,1.3,4.5,3.1,2.8
568,,3.1,,,2.4,,,3.5,3.4,4.2
569,3.7,4.7,3.3,1.2,2.0,2.2,4.8,1.1,2.3,3.8
570,2.9,3.5,4.3,2.9,3.5,2.4,2.3,,1.9,
571,2.4,,1.1,2.8,4.7,,,1.0,4.0,2.4
572,,2.4,,2.6,,1.9,,,1.1,2.0
573,4.0,,,1.2,,4.2,,2.8,2.7,
574,4.6,3.7,3.6,3.5,,3.2,,,4.5,2.8
575,,2.9,2.4,2.9,3.2,,,4.3,3.0,2.6
576,1.3,,2.2,2.0,,,2.3,2.3,,
577,3.0,,2.2,,,4.7,2.6,1.1,3.4,
578,2.1,3.0,3.5,3.9,2.6,3.1,,2.7,2.7,2.9
579,,4.3,,2.3,3.2,,5.0,2.8,4.8,2.3
580,,,3.0,3.6,1.2,3.4,3.5,1.4,,3.1
581,1.4,4.2,1.8,,4.5,3.6,1.3,3.4,4.4,1.7
582,1.2,,3.3,3.1,,1.6,1.6,3.0,,4.3
583,,1.2,4.6,,2.5,3.8,,2.5,,3.8
584,3.1,4.4,1.6,1.3,2.8,2.4,3.7,4.9,1.3,4.5
585,1.4,,4.2,,4.0,3.4,3.5,4.2,,
586,3.5,,,4.0,,3.3,1.6,1.4,1.1,1.5
587,,4.1,3.3,2.1,4.8,1.8,2.7,,,
588,,,2.9,,2.9,2.4,1.1,4.7,3.7,3.5
589,4.0,3.2,4.8,,3.1,,2.8,2.2,1.5,1.7
590,,2.1,,1.2,2.9,,4.7,,4.7,3.1
591,,3.8,4.0,2.2,2.6,3.6,1.9,1.3,4.9,2.8
592,4.3,,5.0,3.6,2.8,2.3,4.7,,,
593,3.5,4.7,2.2,4.3,2.4,1.8,2.9,3.1,1.3,4.4
594,4.9,2.3,,,3.5,1.8,,1.6,2.1,
595,2.2,1.6,,,,4.7,,3.7,2.6,3.7
596,,3.9,4.0,3.3,3.6,,,4.6,2.0,
597,2.7,,3.5,,3.5,2.1,,1.2,4.0,1.7
598,4.0,1.8,1.8,4.2,,3.2,,,3.2,1.9
599,3.3,1.6,4.5,,2.2,,5.0,3.1,,3.2
600,4.3,,1.3,3.8,4.3,3.5,4.3,3.4,3.7,3.0
601,2.6,,1.4,3.0,2.5,,,3.3,1.4,3.7
602,1.6,,3.9,,1.1,3.1,2.6,3.6,,4.2
603,4.3,,1.0,1.6,2.4,,,1.2,,3.8
604,4.4,,3.5,,1.5,,2.8,2.6,2.4,1.9
605,1.3,,1.5,4.3,,1.6,,2.1,3.6,1.1
606,4.7,,,1.1,3.9,3.7,3.4,2.7,4.3,
607,3.7,1.3,2.3,3.4,,3.1,4.4,2.4,,
608,,,3.5,1.7,,2.9,1.9,3.2,4.1,
609,1.7,3.9,3.6,2.3,,2.1,,2.9,1.0,3.1
610,4.4,4.6,1.3,1.5,,1.7,2.4,1.6,3.5,
611,,3.6,,2.0,2.8,,4.8,4.5,4.1,
612,4.6,,,4.9,2.1,4.0,3.8,3.1,,1.2
613,1.8,1.2,3.5,,1.1,2.1,1.0,1.8,,3.4
614,2.5,1.9,1.3,4.5,4.4,1.5,,2.7,2.7,4.5
615,,,2.3,2.1,1.8,1.5,4.7,1.9,,
616,2.4,,3.7,1.1,1.7,2.8,,,4.9,
617,4.8,3.8,1.4,4.9,2.4,,4.2,2.5,2.3,3.8
618,,,4.5,,4.7,,1.7,4.4,3.5,4.7
619,4.0,1.9,4.5,,3.0,1.2,,2.3,2.8,2.7
620,,4.8,1.0,4.1,2.9,4.7,,4.1,3.8,3.8
621,3.2,2.5,4.7,4.7,4.1,3.4,3.3,3.8,2.6,3.0
622,1.0,,4.3,,2.9,2.6,1.2,3.4,2.0,1.3
623,,,4.3,3.9,,4.9,,3.0,,
624,,4.1,3.5,,,4.3,4.7,4.6,4.9,3.2
625,4.4,,4.5,2.2,,2.3,3.3,,2.2,2.9
626,,,4.0,,,1.8,1.5,1.8,2.1,2.9
627,1.4,2.6,3.3,4.2,1.7,,4.4,,,4.1
628,4.9,,,2.9,,2.5,,,1.0,4.6
629,,,2.7,2.0,3.2,2.1,4.7,,4.7,
630,3.5,5.0,,2.2,,4.9,3.2,,3.3,4.8
631,3.5,2.0,,3.5,1.8,,2.9,2.0,4.8,3.3
632,5.0,2.4,,2.3,,2.7,,3.2,,4.8
633,1.7,,,,,2.7,2.0,2.9,1.2,4.9
634,1.6,,1.8,4.2,2.4,,1.6,,4.3,3.9
635,,2.4,,,1.3,3.5,4.4,3.5,3.6,
636,4.6,1.9,1.2,4.4,,1.1,3.2,1.3,3.5,
637,1.4,2.6,4.8,,3.8,,3.2,,2.0,
638,1.8,,2.5,,,1.7,4.1,,4.3,2.2
639,4.7,2.6,1.6,,,4.9,5.0,,3.0,3.1
640,,,3.2,3.5,3.7,4.6,3.8,3.5,2.4,4.4
641,,1.3,,3.7,,2.7,3.4,4.5,3.7,
642,,2.3,3.7,3.6,2.3,,2.8,3.0,2.2,2.7
643,2.5,2.0,,1.9,4.6,,2.7,,1.2,2.5
644,2.6,4.9,,2.0,1.7,3.7,1.3,,4.6,1.3
645,3.4,2.8,3.2,1.8,,3.7,4.8,4.7,,1.8
646,3.8,2.6,4.3,,2.8,2.8,1.8,,2.7,1.1
647,1.3,3.1,,4.9,2.4,1.0,1.3,2.7,,2.7
648,3.7,3.2,,,1.8,4.6,3.3,3.0,,2.4
649,,1.2,,3.2,4.8,,4.9,,3.9,3.0
650,2.0,3.5,,,3.2,1.5,5.0,1.1,2.4,3.8
651,4.5,1.5,,1.8,,1.4,1.1,2.3,4.2,
652,3.3,1.1,1.7,3.7,5.0,4.0,4.7,2.6,3.0,3.9
653,1.6,3.4,3.9,2.7,2.7,4.2,2.9,3.5,,1.6
654,1.2,,1.4,2.8,2.5,3.1,1.9,3.4,2.3,5.0
655,1.4,,3.5,2.9,3.9,,3.5,,2.7,4.4
656,2.3,3.3,,1.1,4.8,2.1,1.0,2.8,,4.7
657,,4.5,1.8,,,1.7,1.4,1.8,,3.1
658,3.0,2.4,4.9,2.2,1.6,2.1,3.6,4.3,3.0,1.4
659,2.5,2.4,2.2,1.5,1.9,2.4,,1.4,,1.7
660,3.1,2.0,2.9,2.1,,4.9,,,1.3,1.3
661,2.1,,1.5,1.3,1.1,,2.6,4.1,,
662,4.6,3.7,,,,3.7,4.4,4.6,,4.6
663,3.8,,3.9,1.7,3.4,2.9,2.6,1.5,3.3,
664,4.6,,2.0,4.0,2.6,3.5,,1.8,1.2,
665,1.7,3.4,1.2,3.1,,3.2,,,,1.8
666,3.4,3.6,3.9,,,1.9,3.7,,4.6,
667,,4.2,2.7,4.8,2.1,4.2,2.0,4.6,1.1,1.9
668,4.8,3.6,,3.6,2.7,4.6,4.5,2.9,,1.2
669,,2.1,,3.3,4.3,,1.6,,2.4,3.2
670,2.4,1.9,4.5,,2.1,3.1,4.7,,3.4,
671,2.9,2.3,,2.4,2.2,1.7,,,3.4,4.0
672,1.4,,3.5,4.7,1.9,,1.5,,3.0,
673,,2.1,3.0,3.1,1.1,3.6,,,3.2,1.7
674,4.7,1.4,,1.5,2.4,,3.6,,,5.0
675,2.8,3.7,1.4,3.6,,3.9,,2.4,3.8,
676,,1.4,4.5,2.2,2.7,,2.4,,2.2,
677,1.5,,4.3,2.6,4.8,2.2,4.8,1.9,2.6,3.0
678,,3.6,3.5,3.6,3.6,3.6,4.0,,2.4,3.1
679,3.0,4.1,1.4,,3.8,,1.7,1.1,2.1,
680,,1.6,1.7,4.6,,1.7,,2.6,2.3,1.6
681,4.7,3.0,,1.2,,,,,,
682,,3.5,2.8,4.6,3.6,1.9,,1.7,3.4,3.0
683,4.0,1.4,5.0,1.5,3.1,1.3,3.4,4.0,2.5,
684,,1.9,3.2,3.5,3.6,3.7,2.8,2.8,4.9,2.7
685,4.0,3.0,,2.2,1.6,3.7,,1.9,,4.6
686,1.2,4.6,3.4,,1.5,3.5,2.9,3.2,4.2,3.3
687,,3.0,4.1,3.0,4.8,2.4,2.9,2.1,,4.3
688,,4.7,,3.4,,2.8,2.6,2.0,4.2,4.3
689,,,4.0,3.3,,2.8,,1.7,2.3,1.9
690,2.7,4.2,,,,1.4,1.9,4.5,3.0,4.9
691,4.8,3.3,1.8,,4.4,1.3,2.2,3.9,2.3,3.0
692,3.9,2.0,3.6,3.2,,2.9,1.3,4.3,4.7,3.2
693,2.0,3.3,,2.0,,3.7,4.0,1.1,,
694,2.1,4.5,3.2,1.6,3.6,,1.9,,2.5,4.3
695,2.0,2.3,4.5,,4.6,,4.1,,,
696,4.4,4.5,3.2,1.6,4.5,,4.5,1.4,,3.4
697,5.0,2.9,2.8,1.6,3.4,,4.2,,,4.4
698,,4.8,,,2.1,2.1,4.0,,,4.8
699,4.8,4.0,1.6,,,,,,3.6,
700,,4.1,2.1,3.7,2.3,4.8,4.2,,3.6,
701,3.2,,4.0,1.1,1.5,1.7,2.9,,,1.9
702,,2.0,3.0,4.6,,1.9,,2.8,4.1,3.5
703,1.6,2.1,1.2,1.8,4.4,,,4.3,,
704,,1.6,2.6,,,4.6,,4.9,3.6,4.1
705,4.3,3.6,2.1,1.2,,2.6,3.8,,2.1,1.9
706,,,2.6,,2.3,1.6,,,1.8,3.2
707,,1.4,2.5,,4.1,4.9,4.6,1.4,1.4,4.9
708,,,,,2.5,3.6,,3.2,3.6,
709,4.0,4.7,,1.5,3.6,3.8,,3.0,,
710,4.8,,,4.5,4.7,4.3,,2.8,,3.2
711,2.1,,,,3.5,2.4,,3.0,,4.0
712,2.1,,1.4,3.9,4.5,,3.0,4.4,4.1,4.6
713,,2.0,3.4,4.9,3.6,1.3,,3.7,1.9,3.6
714,1.9,,2.7,3.1,3.5,4.0,3.0,1.3,,3.1
715,4.0,,2.1,1.8,4.8,1.2,1.2,3.9,,3.9
716,3.9,,,,2.9,2.6,4.6,4.1,2.2,2.3
717,4.4,,1.5,4.9,2.9,1.5,2.8,3.5,3.3,3.1
718,3.9,3.9,3.5,3.3,4.8,2.9,1.3,4.1,3.0,1.2
719,4.2,3.6,4.7,1.3,3.1,,3.0,,,
720,4.4,,,4.7,4.9,4.9,4.1,1.9,1.9,
721,1.5,,1.9,4.8,,,2.1,,3.0,1.1
722,3.3,1.4,2.7,1.6,,1.4,1.6,1.7,1.9,4.4
723,1.1,,,4.6,,2.0,,3.2,2.9,4.1
724,,4.4,,,1.6,,2.3,,2.0,
725,2.1,1.5,3.8,,,4.1,3.0,,,5.0
726,,2.1,2.9,1.7,3.9,4.9,2.2,2.4,,4.0
727,,,4.1,1.3,,,2.7,,2.8,2.8
728,3.7,4.7,4.6,3.2,,4.9,2.8,4.3,,1.8
729,4.6,1.3,3.1,,4.6,,,,2.4,2.1
730,3.5,2.8,1.5,1.8,3.7,,,4.1,,
731,,1.9,2.6,5.0,,,2.7,1.5,1.7,3.3
732,1.1,3.8,,3.3,1.8,,1.2,3.3,1.5,
733,,1.6,2.6,4.7,,1.0,,,3.8,
734,1.2,,1.3,1.7,3.3,4.5,2.1,,3.3,2.6
735,4.2,1.3,1.4,4.4,1.5,4.0,4.4,3.3,2.1,
736,4.6,1.7,1.7,,,,1.7,4.2,2.2,4.0
737,4.2,4.7,3.9,2.3,4.0,4.0,,,2.0,2.9
738,,,2.9,,,1.4,2.0,1.6,,
739,3.4,1.9,1.1,,1.3,4.1,2.4,3.5,,4.2
740,3.3,3.6,3.1,3.0,1.6,4.5,2.0,,1.6,3.8
741,5.0,2.7,,2.7,4.8,3.9,,2.9,,3.8
742,,,3.8,3.0,,2.2,,4.0,,4.7
743,4.3,1.9,1.7,,1.4,,,2.0,3.8,4.1
744,4.6,2.3,1.4,,,4.5,,1.9,1.6,4.7
745,3.1,2.2,1.4,1.2,,,2.1,4.7,3.3,1.8
746,,2.4,2.7,1.8,3.9,,4.6,1.3,4.7,1.6
747,3.8,1.2,,5.0,2.2,,1.9,,2.0,
748,4.3,1.0,,2.8,4.6,1.4,3.0,3.1,2.8,1.6
749,,2.6,2.9,1.2,4.4,,3.4,1.2,1.1,
750,,2.9,4.9,4.9,2.1,4.3,1.4,3.4,1.8,4.3
751,,,1.6,,1.2,2.5,2.4,2.7,1.0,3.9
752,3.5,,1.2,2.2,2.1,1.5,3.3,4.7,2.3,4.7
753,,,4.2,3.5,4.2,2.5,3.8,,,2.3
754,5.0,3.9,2.6,2.8,2.9,2.1,,2.9,4.1,5.0
755,4.5,3.2,3.7,,,2.6,3.9,2.2,1.6,1.1
756,,,,3.9,1.0,1.4,4.1,3.0,2.9,1.6
757,,4.0,1.7,,3.2,3.7,,2.2,3.1,
758,4.5,,,,4.0,1.7,2.4,,,2.7
759,,,2.2,3.3,,3.5,1.4,1.6,,2.2
760,,1.7,3.3,1.9,1.9,1.9,,,3.4,3.2
761,3.1,3.4,,,1.8,,,,,1.7
762,1.2,4.8,4.7,,,3.5,2.0,1.3,2.1,1.4
763,4.1,3.2,1.9,3.6,,,4.4,4.8,3.5,1.3
764,2.3,,,4.7,,1.8,2.3,4.8,,1.4
765,,3.9,4.4,4.3,,,3.9,,2.3,1.9
766,1.8,4.8,4.5,2.9,,,3.2,2.7,,
767,4.7,1.9,4.3,3.7,,4.4,3.9,,4.8,3.6
768,,3.5,4.6,,4.3,2.6,2.9,1.9,,1.0
769,4.4,3.8,1.9,,3.2,,,3.2,,
770,4.8,1.6,4.9,,2.9,,4.0,2.0,,2.1
771,1.1,3.1,,,1.6,4.5,2.8,2.3,2.8,
772,4.5,1.9,1.8,,,4.4,4.5,4.3,1.0,
773,,1.1,2.6,,1.2,1.8,4.4,4.6,1.7,
774,4.9,,3.4,,2.6,2.7,,4.8,4.1,3.2
775,1.6,1.9,,,,4.2,3.0,,,
776,,3.9,,5.0,3.9,4.9,3.3,1.2,,
777,3.1,,2.7,2.0,2.8,1.8,3.5,1.2,5.0,4.8
778,4.2,1.7,1.3,3.8,,1.4,1.4,3.1,3.3,
779,4.5,,,,1.5,,3.9,1.4,4.9,3.0
780,4.8,,3.4,,,5.0,,,4.6,4.7
781,1.2,1.5,1.9,4.5,,,3.9,3.3,,2.5
782,1.2,1.5,,3.0,3.3,3.5,3.9,,3.8,4.2
783,,2.8,2.9,,1.9,4.3,1.0,3.7,3.6,
784,4.0,4.1,,3.6,1.6,3.4,4.4,,2.3,2.5
785,,,1.7,2.3,2.1,3.8,,2.9,1.8,3.2
786,1.5,,3.2,1.4,2.4,3.2,,3.6,2.7,3.3
787,4.1,2.0,4.4,,,1.6,2.2,4.9,1.9,1.2
788,,3.6,,,3.8,2.4,2.0,2.7,,3.8
789,,1.8,2.3,4.7,2.3,,2.0,2.8,4.3,4.2
790,1.1,,1.9,,,,3.5,,1.4,
791,,,3.1,1.7,2.6,2.3,2.2,2.3,,
792,4.9,2.8,4.1,4.3,,,3.2,2.1,1.6,2.9
793,4.7,1.6,2.9,3.5,,2.8,,,,1.9
794,,4.3,2.2,3.7,3.2,2.1,,,,
795,1.6,3.5,,,3.2,3.1,2.3,,2.3,1.6
796,3.1,1.2,1.3,4.6,3.5,,,3.2,3.7,3.7
797,1.3,,,1.6,,,3.0,4.0,1.5,1.6
798,2.3,4.7,2.4,,,3.0,2.7,2.3,1.9,
799,4.2,1.9,2.8,2.1,2.2,1.2,1.1,4.2,2.3,1.6
800,3.4,4.4,2.7,4.2,4.4,,1.9,3.9,2.8,
801,4.9,,,2.8,3.2,3.2,,3.9,,1.8
802,,2.4,3.0,1.5,1.9,,4.2,4.8,1.2,2.8
803,2.0,2.0,2.4,4.9,,,2.9,,1.2,2.1
804,,4.5,,,,4.7,4.2,1.8,,5.0
805,,1.5,,1.0,,3.0,3.5,2.1,3.8,2.6
806,1.1,,3.2,4.9,1.7,,2.6,3.5,3.2,
807,,,,,,1.2,2.8,4.0,2.4,
808,3.9,,,1.4,,4.6,,3.5,,
809,,3.4,,1.3,,,,,2.1,
810,,4.0,4.3,,,,3.8,2.1,,3.0
811,2.6,2.2,2.1,,2.7,3.5,3.2,1.5,4.4,2.6
812,3.4,4.3,1.2,2.3,,,,,1.1,
813,4.2,1.4,4.4,2.9,,4.7,4.0,,,4.2
814,2.4,1.9,4.2,3.5,2.2,,2.6,3.9,3.5,
815,2.8,3.1,1.1,2.6,5.0,,,3.4,2.6,
816,,,4.6,1.5,1.9,4.3,,,3.9,
817,1.8,2.7,,4.0,,4.0,,,3.8,3.2
818,4.3,1.6,4.2,,2.0,2.4,3.1,,3.3,
819,3.4,2.3,4.9,3.4,3.2,1.3,5.0,3.4,,
820,3.0,2.6,,,,,3.1,,2.7,3.4
821,,3.7,,,3.7,3.3,,1.3,4.4,3.4
822,,2.5,1.6,1.4,2.6,1.2,4.6,1.8,,1.3
823,,1.0,2.0,,,4.8,,,3.2,1.9
824,1.2,,2.2,2.1,,2.9,1.7,,5.0,3.2
825,3.3,,,3.2,4.4,,,4.9,3.9,4.1
826,3.7,4.8,,2.0,,2.9,,,,1.3
827,3.5,,3.1,2.4,4.7,3.7,1.0,,,4.0
828,2.5,,4.8,,2.1,,2.9,2.5,2.0,4.0
829,,,2.0,,,,2.1,3.8,,3.4
830,4.1,,1.0,3.7,,,1.8,,1.4,2.0
831,1.6,2.2,4.1,4.0,2.8,1.7,4.3,,2.5,3.7
832,2.7,3.9,,1.5,2.9,1.4,,4.9,,1.3
833,,,2.1,3.8,,4.3,,2.4,,3.5
834,4.7,,3.8,4.4,,,1.6,4.0,1.7,
835,4.4,1.8,,4.4,1.0,4.5,4.7,4.3,2.3,2.3
836,4.7,1.0,2.1,,2.8,2.3,4.6,1.3,1.7,
837,,,2.4,2.1,,4.3,2.7,,,
838,,,4.2,,3.6,1.5,,1.3,4.6,
839,4.7,4.7,,,,3.7,,3.2,,1.1
840,1.7,1.8,4.3,4.5,3.6,,1.9,4.0,4.3,1.2
841,,,3.8,2.8,2.9,3.0,,,4.2,4.2
842,3.2,3.1,3.3,,2.0,3.3,,4.4,4.2,4.8
843,2.3,2.8,,2.6,1.4,3.0,1.2,,1.2,4.3
